total.dvit,dvit,dvit.number,location,block,row,vine,cultivar,country,parentage
DVIT2111.0000A,DVIT2111,2111,  K  2 31,K,2,31,Black Muscat Alexandria,UNKNOWN,NA
DVIT2111.0000B,DVIT2111,2111,  K  2 32,K,2,32,Black Muscat Alexandria,UNKNOWN,NA
DVIT0361.0000C,DVIT0361,361,  K 10 27,K,10,27,Black Prince,UNKNOWN,NA
DVIT0361.0000D,DVIT0361,361,  K 10 28,K,10,28,Black Prince,UNKNOWN,NA
DVIT0022.0000C,DVIT0022,22,  K  3 49,K,3,49,Black Queen,JAPAN,BAILEY X GOLDEN QUEEN
DVIT0022.0000D,DVIT0022,22,  K  3 50,K,3,50,Black Queen,JAPAN,BAILEY X GOLDEN QUEEN
DVIT0362.0000C,DVIT0362,362,  K 10 29,K,10,29,Black Rose,USA,(DAMAS ROSE X BLACK MONUKKA) X RIBIER (ALPHONSE LAVALLEE)
DVIT0362.0000D,DVIT0362,362,  K 10 30,K,10,30,Black Rose,USA,(DAMAS ROSE X BLACK MONUKKA) X RIBIER (ALPHONSE LAVALLEE)
DVIT2476.0000C,DVIT2476,2476,  K 12 68,K,12,68,Blackrose 4x,USA,NA
DVIT0312.0000I,DVIT0312,312,  K  3 63,K,3,63,Blanc De Crimei,USSR,NA
DVIT0312.0000D,DVIT0312,312,  K  3 64,K,3,64,Blanc De Crimei,USSR,NA
DVIT0659.0000C,DVIT0659,659,  L 13 35,L,13,35,Blanc Rame,FRANCE,NA
DVIT0659.0000D,DVIT0659,659,  L 13 36,L,13,36,Blanc Rame,FRANCE,NA
DVIT0660.0000C,DVIT0660,660,  L  3 73,L,3,73,Blaue Elbe,UNKNOWN,NA
DVIT0660.0000D,DVIT0660,660,  L  3 74,L,3,74,Blaue Elbe,UNKNOWN,NA
DVIT2307.0000A,DVIT2307,2307,  L  2 35,L,2,35,Blauer Fruheburgunder,GERMANY,NA
DVIT2307.0000B,DVIT2307,2307,  L  2 36,L,2,36,Blauer Fruheburgunder,GERMANY,NA
DVIT0661.0000C,DVIT0661,661,  L  3 75,L,3,75,Blauer Spatburgunder,GERMANY,NA
DVIT0661.0000D,DVIT0661,661,  L  3 76,L,3,76,Blauer Spatburgunder,GERMANY,NA
DVIT0662.0000C,DVIT0662,662,  L  3 77,L,3,77,Blue Affenthaler,GERMANY,NA
DVIT0662.0000D,DVIT0662,662,  L  3 78,L,3,78,Blue Affenthaler,GERMANY,NA
DVIT0663.0000C,DVIT0663,663,  L  3 79,L,3,79,Blue Trollinger,GERMANY,NA
DVIT0663.0000D,DVIT0663,663,  L  3 80,L,3,80,Blue Trollinger,GERMANY,NA
DVIT0664.0000E,DVIT0664,664,  L  4  1,L,4,1,Boal Branco,PORTUGAL,NA
DVIT0664.0000F,DVIT0664,664,  L  4  2,L,4,2,Boal Branco,PORTUGAL,NA
DVIT0665.0000C,DVIT0665,665,  L  4  3,L,4,3,Boal Cachudo,PORTUGAL,NA
DVIT0665.0000D,DVIT0665,665,  L  4  4,L,4,4,Boal Cachudo,PORTUGAL,NA
DVIT0666.0000C,DVIT0666,666,  L  4  5,L,4,5,Boal Da Figueira,PORTUGAL,NA
DVIT0666.0000D,DVIT0666,666,  L  4  6,L,4,6,Boal Da Figueira,PORTUGAL,NA
DVIT0667.0000C,DVIT0667,667,  L  4  7,L,4,7,Boal Doce,PORTUGAL,NA
DVIT0667.0000D,DVIT0667,667,  L  4  8,L,4,8,Boal Doce,PORTUGAL,NA
DVIT0668.0000C,DVIT0668,668,  L  4  9,L,4,9,Boal Madeira,UNKNOWN,NA
DVIT0668.0000D,DVIT0668,668,  L  4 10,L,4,10,Boal Madeira,UNKNOWN,NA
DVIT0670.0000C,DVIT0670,670,  L  4 11,L,4,11,Bombino Bianco,UNKNOWN,NA
DVIT0670.0000D,DVIT0670,670,  L  4 12,L,4,12,Bombino Bianco,UNKNOWN,NA
DVIT0671.0000C,DVIT0671,671,  L 13 37,L,13,37,Bonarda,UNKNOWN,NA
DVIT0671.0000D,DVIT0671,671,  L 13 38,L,13,38,Bonarda,UNKNOWN,NA
DVIT3067.0000A,DVIT3067,3067,  L 14 49,L,14,49,Bondola,SWITZERLAND,NA
DVIT0672.0000C,DVIT0672,672,  L  4 13,L,4,13,Bonvedro,PORTUGAL,NA
DVIT0672.0000E,DVIT0672,672,  L  4 14,L,4,14,Bonvedro,PORTUGAL,NA
DVIT2496.0000D,DVIT2496,2496,  L 14 55,L,14,55,Boyalsing I,PAKISTAN,NA
DVIT2496.0000E,DVIT2496,2496,  L 14 56,L,14,56,Boyalsing I,PAKISTAN,NA
DVIT2505.0000E,DVIT2505,2505,  L 14 57,L,14,57,Boyalsing II,PAKISTAN,NA
DVIT2505.0000G,DVIT2505,2505,  L 14 58,L,14,58,Boyalsing II,PAKISTAN,NA
DVIT2906.0000G,DVIT2906,2906,  L 12 79,L,12,79,Brachetto,ITALY,NA
DVIT0673.0000C,DVIT0673,673,  L  4 15,L,4,15,Buaki,USSR,NA
DVIT0673.0000E,DVIT0673,673,  L  4 16,L,4,16,Buaki,USSR,NA
DVIT0363.0000E,DVIT0363,363,  K 10 31,K,10,31,Buckland's Sweetwater,UNITED KINGDOM,NA
DVIT0363.0000F,DVIT0363,363,  K 10 32,K,10,32,Buckland's Sweetwater,UNITED KINGDOM,NA
DVIT2506.0000H,DVIT2506,2506,  L 14 59,L,14,59,Budrilay,PAKISTAN,NA
DVIT2506.0000G,DVIT2506,2506,  L 14 60,L,14,60,Budrilay,PAKISTAN,NA
DVIT2512.0000B,DVIT2512,2512,  K 13  7,K,13,7,Buraburi,PAKISTAN,NA
DVIT2512.0000C,DVIT2512,2512,  K 13  8,K,13,8,Buraburi,PAKISTAN,NA
DVIT0674.0000C,DVIT0674,674,  L  4 17,L,4,17,Burger,UNKNOWN,NA
DVIT0674.0000D,DVIT0674,674,  L  4 18,L,4,18,Burger,UNKNOWN,NA
DVIT0364.0000C,DVIT0364,364,  K  4 43,K,4,43,Burgrave,UNKNOWN,NA
DVIT0364.0000D,DVIT0364,364,  K  4 44,K,4,44,Burgrave,UNKNOWN,NA
DVIT0675.0000C,DVIT0675,675,  L  4 19,L,4,19,Cabernet Franc,FRANCE,NA
DVIT0675.0000D,DVIT0675,675,  L  4 20,L,4,20,Cabernet Franc,FRANCE,NA
DVIT0676.0000C,DVIT0676,676,  L  4 21,L,4,21,Cabernet Franc,ITALY,NA
DVIT0676.0000D,DVIT0676,676,  L  4 22,L,4,22,Cabernet Franc,ITALY,NA
DVIT0803.0000C,DVIT0803,803,  L  6 55,L,6,55,Cabernet Franc,ITALY,NA
DVIT0803.0000D,DVIT0803,803,  L  6 56,L,6,56,Cabernet Franc,ITALY,NA
DVIT0677.0000C,DVIT0677,677,  L  4 23,L,4,23,Cabernet Sauvignon,FRANCE,NA
DVIT0677.0000D,DVIT0677,677,  L  4 24,L,4,24,Cabernet Sauvignon,FRANCE,NA
DVIT1350.0000C,DVIT1350,1350,  L 12 71,L,12,71,Cabernet Sauvignon,FRANCE,NA
DVIT1350.0000D,DVIT1350,1350,  L 12 72,L,12,72,Cabernet Sauvignon,FRANCE,NA
DVIT1084.0000A,DVIT1084,1084,  K  1 33,K,1,33,Calmeria,USA,OHANEZ (ALMERIA) X OP
DVIT1084.0000B,DVIT1084,1084,  K  1 34,K,1,34,Calmeria,USA,OHANEZ (ALMERIA) X OP
DVIT0365.0999E,DVIT0365,365,  K  4 45,K,4,45,Calmeria,UNKNOWN,ALMERIA XOP
DVIT0365.0999F,DVIT0365,365,  K  4 46,K,4,46,Calmeria,UNKNOWN,ALMERIA XOP
DVIT0366.0000E,DVIT0366,366,  K  4 47,K,4,47,Calmeria,USA,OHANEZ (ALMERIA) X OP
DVIT0678.0000C,DVIT0678,678,  L  4 25,L,4,25,Calzin,UNKNOWN,ZINFANDEL X REFOSCO
DVIT0678.0000D,DVIT0678,678,  L  4 26,L,4,26,Calzin,UNKNOWN,ZINFANDEL X REFOSCO
DVIT0679.0000C,DVIT0679,679,  L  4 27,L,4,27,Canaiolo Nero,ITALY,NA
DVIT0679.0000D,DVIT0679,679,  L  4 28,L,4,28,Canaiolo Nero,ITALY,NA
DVIT0367.0000C,DVIT0367,367,  K 10 33,K,10,33,Canner,USA,HUNISA X SULTANINA
DVIT0367.0000D,DVIT0367,367,  K 10 34,K,10,34,Canner,USA,HUNISA X SULTANINA
DVIT0368.0000C,DVIT0368,368,  K  4 49,K,4,49,Cannon Hall,UNKNOWN,NA
DVIT0368.0000D,DVIT0368,368,  K  4 50,K,4,50,Cannon Hall,UNKNOWN,NA
DVIT0369.0000A,DVIT0369,369,  K  1 11,K,1,11,Cape Currant,SOUTH AFRICA,NA
DVIT0369.0000B,DVIT0369,369,  K  1 12,K,1,12,Cape Currant,SOUTH AFRICA,NA
DVIT0370.0000C,DVIT0370,370,  K  4 51,K,4,51,Cardinal,USA,FLAME TOKAY X RIBIER
DVIT0370.0000D,DVIT0370,370,  K  4 52,K,4,52,Cardinal,USA,FLAME TOKAY X RIBIER
DVIT1662.0000B,DVIT1662,1662,  K 13 79,K,13,79,Cardinal 4x,UNKNOWN,NA
DVIT1662.0000C,DVIT1662,1662,  K 13 80,K,13,80,Cardinal 4x,UNKNOWN,NA
DVIT0681.0000C,DVIT0681,681,  L  4 29,L,4,29,Carignane,FRANCE,NA
DVIT0681.0000E,DVIT0681,681,  L  4 30,L,4,30,Carignane,FRANCE,NA
DVIT0848.0000C,DVIT0848,848,  L  7 51,L,7,51,Carignane,FRANCE,NA
DVIT0848.0000D,DVIT0848,848,  L  7 52,L,7,52,Carignane,FRANCE,NA
DVIT1064.0000C,DVIT1064,1064,  L 12 31,L,12,31,Carignane,USA,NA
DVIT1064.0000D,DVIT1064,1064,  L 12 32,L,12,32,Carignane,USA,NA
DVIT0680.0000C,DVIT0680,680,  L 14 31,L,14,31,Carignane,FRANCE,NA
DVIT0680.0000D,DVIT0680,680,  L 14 32,L,14,32,Carignane,FRANCE,NA
DVIT0953.0000C,DVIT0953,953,  L  9 69,L,9,69,Carriere,UNKNOWN,NA
DVIT0953.0000G,DVIT0953,953,  L  9 70,L,9,70,Carriere,UNKNOWN,NA
DVIT0682.0000C,DVIT0682,682,  L 13 39,L,13,39,Carvalheira,PORTUGAL,NA
DVIT0682.0000D,DVIT0682,682,  L 13 40,L,13,40,Carvalheira,PORTUGAL,NA
DVIT2631.0000C,DVIT2631,2631,  L 14 69,L,14,69,Casculho,PORTUGUAL,NA
DVIT2631.0000B,DVIT2631,2631,  L 14 70,L,14,70,Casculho,PORTUGUAL,NA
DVIT0683.0000F,DVIT0683,683,  L 13 41,L,13,41,Castelao,PORTUGAL,NA
DVIT0683.0000D,DVIT0683,683,  L 13 42,L,13,42,Castelao,PORTUGAL,NA
DVIT1085.0000H,DVIT1085,1085,  L  1 45,L,1,45,Catarratto,ITALY,NA
DVIT1085.0000B,DVIT1085,1085,  L  1 46,L,1,46,Catarratto,ITALY,NA
DVIT2058.0000C,DVIT2058,2058,  L 13  3,L,13,3,Catarratto,ITALY,NA
DVIT2058.0000D,DVIT2058,2058,  L 13  4,L,13,4,Catarratto,ITALY,NA
DVIT0684.0000C,DVIT0684,684,  L 13 43,L,13,43,Catarratto,ITALY,NA
DVIT0684.0000D,DVIT0684,684,  L 13 44,L,13,44,Catarratto,ITALY,NA
DVIT2308.0000A,DVIT2308,2308,  K  3 21,K,3,21,Caus X Perle Of Csaba,YUGOSLAVIA,NA
DVIT2308.0000B,DVIT2308,2308,  K  3 22,K,3,22,Caus X Perle Of Csaba,YUGOSLAVIA,NA
DVIT2618.0000A,DVIT2618,2618,  K 16  5,K,16,5,Centennial 4X,USA,NA
DVIT2618.0000B,DVIT2618,2618,  K 16  6,K,16,6,Centennial 4X,USA,NA
DVIT2907.0000A,DVIT2907,2907,  L 15 75,L,15,75,Cereza,ARGENTINA,NA
DVIT2907.0000B,DVIT2907,2907,  L 15 76,L,15,76,Cereza,ARGENTINA,NA
DVIT2432.0000C,DVIT2432,2432,  K 12 61,K,12,61,CG 1481,ARGENTINA,Gobernador Benegas x Thompson Seedless
DVIT2432.0000D,DVIT2432,2432,  K 12 62,K,12,62,CG 1481,ARGENTINA,Gobernador Benegas x Thompson Seedless
DVIT2480.0000E,DVIT2480,2480,  K 12 69,K,12,69,CG 1481 4x,USA,NA
DVIT2480.0000G,DVIT2480,2480,  K 14 29,K,14,29,CG 1481 4x,USA,NA
DVIT2480.0000H,DVIT2480,2480,  K 14 30,K,14,30,CG 1481 4x,USA,NA
DVIT2309.0000A,DVIT2309,2309,  K  3 23,K,3,23,Chalian De Drome,UNKNOWN,NA
DVIT2309.0000B,DVIT2309,2309,  K  3 24,K,3,24,Chalian De Drome,UNKNOWN,NA
DVIT2730.0000C,DVIT2730,2730,  K 14 69,K,14,69,Chamo,PAKISTAN,NA
DVIT2730.0000D,DVIT2730,2730,  K 14 70,K,14,70,Chamo,PAKISTAN,NA
DVIT2632.0000D,DVIT2632,2632,  K 14 53,K,14,53,Champanel,USA,V. X champini x Worden
DVIT2632.0000E,DVIT2632,2632,  K 14 54,K,14,54,Champanel,USA,V. X champini x Worden
DVIT0613.0000C,DVIT0613,613,  K 11 45,K,11,45,Chan Isium,GERMANY,NA
DVIT0371.0000G,DVIT0371,371,  K 10 35,K,10,35,Chaouch,TURKEY,NA
DVIT0371.0000F,DVIT0371,371,  K 10 36,K,10,36,Chaouch,TURKEY,NA
DVIT1663.0000D,DVIT1663,1663,  K 12  5,K,12,5,Chaouch 4x,UNKNOWN,NA
DVIT1663.0000E,DVIT1663,1663,  K 12  6,K,12,6,Chaouch 4x,UNKNOWN,NA
DVIT0599.0000C,DVIT0599,599,  K  8 65,K,8,65,Chaouchi Politico,GREECE,NA
DVIT0599.0000D,DVIT0599,599,  K  8 66,K,8,66,Chaouchi Politico,GREECE,NA
DVIT0685.0000C,DVIT0685,685,  L 13 45,L,13,45,Charas,USSR,NA
DVIT0685.0000D,DVIT0685,685,  L 13 46,L,13,46,Charas,USSR,NA
DVIT0686.0000C,DVIT0686,686,  L  4 31,L,4,31,Charbono,UNKNOWN,NA
DVIT0686.0000D,DVIT0686,686,  L  4 32,L,4,32,Charbono,UNKNOWN,NA
DVIT0816.0000A,DVIT0816,816,  L  1 15,L,1,15,Chardonay,SPAIN,NA
DVIT0816.0000B,DVIT0816,816,  L  1 16,L,1,16,Chardonay,SPAIN,NA
DVIT0916.0000C,DVIT0916,916,  L  9  1,L,9,1,Chardonay,FRANCE,NA
DVIT0916.0000D,DVIT0916,916,  L  9  2,L,9,2,Chardonay,FRANCE,NA
DVIT0950.0000D,DVIT0950,950,  L  9 66,L,9,66,Chardonay,FRANCE,NA
DVIT0687.0000F,DVIT0687,687,  L  4 33,L,4,33,Chardonnay,FRANCE,NA
DVIT0687.0000D,DVIT0687,687,  L  4 34,L,4,34,Chardonnay,FRANCE,NA
DVIT0688.0000C,DVIT0688,688,  L  4 35,L,4,35,Chardonnay,FRANCE,NA
DVIT0688.0000D,DVIT0688,688,  L  4 36,L,4,36,Chardonnay,FRANCE,NA
DVIT1332.0000C,DVIT1332,1332,  L 12 61,L,12,61,Chardonnay,FRANCE,NA
DVIT1332.0000D,DVIT1332,1332,  L 12 62,L,12,62,Chardonnay,FRANCE,NA
DVIT1652.0000C,DVIT1652,1652,  L 14 43,L,14,43,Chardonnay Musque,FRANCE,NA
DVIT1652.0000D,DVIT1652,1652,  L 14 44,L,14,44,Chardonnay Musque,FRANCE,NA
DVIT2668.0000A,DVIT2668,2668,  L 15 69,L,15,69,Charmont,SWITZERLAND,NA
DVIT2668.0000B,DVIT2668,2668,  L 15 70,L,15,70,Charmont,SWITZERLAND,NA
DVIT2120.0000A,DVIT2120,2120,  K  2 41,K,2,41,Chassalas Jababer,UNKNOWN,NA
DVIT2120.0000B,DVIT2120,2120,  K  2 42,K,2,42,Chassalas Jababer,UNKNOWN,NA
DVIT3215.0000K,DVIT3215,3215,  K 16 61,K,16,61,Chasselas Breisgau,USA,NA
DVIT0372.0000C,DVIT0372,372,  K 11 63,K,11,63,Chasselas Ciotat,UNKNOWN,NA
DVIT0372.0000D,DVIT0372,372,  K 11 64,K,11,64,Chasselas Ciotat,UNKNOWN,NA
DVIT2112.0000A,DVIT2112,2112,  K  2 33,K,2,33,Chasselas Des Bouches-du-rhone,FRANCE,NA
DVIT2112.0000B,DVIT2112,2112,  K  2 34,K,2,34,Chasselas Des Bouches-du-rhone,FRANCE,NA
DVIT0373.0000C,DVIT0373,373,  K 10 37,K,10,37,Chasselas Dore,UNKNOWN,NA
DVIT0373.0000E,DVIT0373,373,  K 10 38,K,10,38,Chasselas Dore,UNKNOWN,NA
DVIT0689.0000C,DVIT0689,689,  L  4 37,L,4,37,Chasselas Dore,UNKNOWN,NA
DVIT0689.0000D,DVIT0689,689,  L  4 38,L,4,38,Chasselas Dore,UNKNOWN,NA
DVIT1643.0000E,DVIT1643,1643,  L  2  3,L,2,3,Chasselas Doree Apyrene,UNKNOWN,NA
DVIT1643.0000F,DVIT1643,1643,  L  2  4,L,2,4,Chasselas Doree Apyrene,UNKNOWN,NA
DVIT2310.0000A,DVIT2310,2310,  L  2 37,L,2,37,Chasselas Hs 14-33/4,FRANCE,NA
DVIT2310.0000B,DVIT2310,2310,  L  2 38,L,2,38,Chasselas Hs 14-33/4,FRANCE,NA
DVIT2116.0000A,DVIT2116,2116,  K  2 37,K,2,37,Chasselas Jaunce Cire,UNKNOWN,NA
DVIT2116.0000B,DVIT2116,2116,  K  2 38,K,2,38,Chasselas Jaunce Cire,UNKNOWN,NA
DVIT3214.0000E,DVIT3214,3214,  K 16 59,K,16,59,Chasselas Jaune Cire,USA,NA
DVIT2121.0000A,DVIT2121,2121,  K  2 43,K,2,43,Chasselas Michel Tompa,HUNGARY,QUEEN VICTORIA X CHASSELAS JALABERT
DVIT2121.0000B,DVIT2121,2121,  K  2 44,K,2,44,Chasselas Michel Tompa,HUNGARY,QUEEN VICTORIA X CHASSELAS JALABERT
DVIT0374.0000C,DVIT0374,374,  K  4 53,K,4,53,Chasselas Musque,FRANCE,NA
DVIT0374.0000D,DVIT0374,374,  K  4 54,K,4,54,Chasselas Musque,FRANCE,NA
DVIT0375.0000C,DVIT0375,375,  K  4 55,K,4,55,Chasselas Napoleon,FRANCE,NA
DVIT0375.0000D,DVIT0375,375,  K  4 56,K,4,56,Chasselas Napoleon,FRANCE,NA
DVIT0611.0000C,DVIT0611,611,  K 11 43,K,11,43,Chasselas Napoleon,FRANCE,NA
DVIT0611.0000D,DVIT0611,611,  K 11 44,K,11,44,Chasselas Napoleon,FRANCE,NA
DVIT0376.0000E,DVIT0376,376,  K 10 41,K,10,41,Chasselas Rose,FRANCE,CHASSELAS ROYAL X FINTENDO
DVIT0376.0000F,DVIT0376,376,  K 10 42,K,10,42,Chasselas Rose,FRANCE,CHASSELAS ROYAL X FINTENDO
DVIT2158.0000A,DVIT2158,2158,  K  2 55,K,2,55,Chasselas Rose Royal,FRANCE,CHASSELAS ROYAL X FINTENDO
DVIT2158.0000B,DVIT2158,2158,  K  2 56,K,2,56,Chasselas Rose Royal,FRANCE,CHASSELAS ROYAL X FINTENDO
DVIT3002.0000B,DVIT3002,3002,  K 15 43,K,15,43,Chasselas Rouge,NA,NA
DVIT3002.0000A,DVIT3002,3002,  K 15 44,K,15,44,Chasselas Rouge,NA,NA
DVIT0377.0000C,DVIT0377,377,  K 10 43,K,10,43,Chasselas Tokay,AUSTRIA,NA
DVIT0377.0000D,DVIT0377,377,  K 10 44,K,10,44,Chasselas Tokay,AUSTRIA,NA
DVIT0378.0000E,DVIT0378,378,  K 10 45,K,10,45,Chasselas Tompa,AUSTRIA,QUEEN VICTORIA X CHASSELAS JALABRET
DVIT0378.0000F,DVIT0378,378,  K 10 46,K,10,46,Chasselas Tompa,AUSTRIA,QUEEN VICTORIA X CHASSELAS JALABRET
DVIT0378.0000C,DVIT0378,378,  K 11 49,K,11,49,Chasselas Tompa,AUSTRIA,QUEEN VICTORIA X CHASSELAS JALABRET
DVIT0378.0000D,DVIT0378,378,  K 11 50,K,11,50,Chasselas Tompa,AUSTRIA,QUEEN VICTORIA X CHASSELAS JALABRET
DVIT3217.0000E,DVIT3217,3217,  K 16 65,K,16,65,Chasselas Violet,USA,NA
DVIT3217.0000F,DVIT3217,3217,  K 16 66,K,16,66,Chasselas Violet,USA,NA
DVIT3216.0000C,DVIT3216,3216,  K 16 63,K,16,63,Chasselas Zulauf,USA,NA
DVIT3216.0000G,DVIT3216,3216,  K 16 64,K,16,64,Chasselas Zulauf,USA,NA
DVIT0669.0000C,DVIT0669,669,  L 14 29,L,14,29,Chatus,UNKNOWN,NA
DVIT0669.0000D,DVIT0669,669,  L 14 30,L,14,30,Chatus,UNKNOWN,NA
DVIT0690.0000C,DVIT0690,690,  L 13 47,L,13,47,Chauche Noir,UNKNOWN,NA
DVIT0690.0000D,DVIT0690,690,  L 13 48,L,13,48,Chauche Noir,UNKNOWN,NA
DVIT1088.0000A,DVIT1088,1088,  K  1 39,K,1,39,Chaush White,USSR,NA
DVIT1088.0000B,DVIT1088,1088,  K  1 40,K,1,40,Chaush White,USSR,NA
DVIT1062.0000C,DVIT1062,1062,  L 12 27,L,12,27,Chenin Blanc,ARGENTINA,NA
DVIT1062.0000J,DVIT1062,1062,  L 12 28,L,12,28,Chenin Blanc,ARGENTINA,NA
DVIT0691.0000C,DVIT0691,691,  L 13 49,L,13,49,Chenin Blanc,FRANCE,NA
DVIT0691.0000D,DVIT0691,691,  L 13 50,L,13,50,Chenin Blanc,FRANCE,NA
DVIT0692.0000C,DVIT0692,692,  L  4 39,L,4,39,Chenin Noir,FRANCE,NA
DVIT0692.0000D,DVIT0692,692,  L  4 40,L,4,40,Chenin Noir,FRANCE,NA
DVIT2909.0000A,DVIT2909,2909,  K 15 21,K,15,21,Choultu White,INDIA,NA
DVIT2909.0000B,DVIT2909,2909,  K 15 22,K,15,22,Choultu White,INDIA,NA
DVIT0567.0000C,DVIT0567,567,  K  8  7,K,8,7,Chrisostaphylo,GREECE,NA
DVIT0567.0000D,DVIT0567,567,  K  8  8,K,8,8,Chrisostaphylo,GREECE,NA
DVIT2532.0000B,DVIT2532,2532,  K 13 13,K,13,13,Churgoon,PAKISTAN,NA
DVIT2532.0000C,DVIT2532,2532,  K 13 14,K,13,14,Churgoon,PAKISTAN,NA
DVIT1653.0000C,DVIT1653,1653,  L 14 45,L,14,45,Ciminnita,FRANCE,NA
DVIT1653.0000D,DVIT1653,1653,  L 14 46,L,14,46,Ciminnita,FRANCE,NA
DVIT0151.0000F,DVIT0151,151,  L 14 25,L,14,25,Cinsaut,FRANCE,NA
DVIT0151.0000D,DVIT0151,151,  L 14 26,L,14,26,Cinsaut,FRANCE,NA
DVIT0379.0000D,DVIT0379,379,  L 14 27,L,14,27,Cinsaut,FRANCE,NA
DVIT0379.0000E,DVIT0379,379,  L 14 28,L,14,28,Cinsaut,FRANCE,NA
DVIT2107.0000A,DVIT2107,2107,  K  2 27,K,2,27,Ciotat,FRANCE,MUTANT OF CHASSELAS DORE
DVIT2107.0000B,DVIT2107,2107,  K  2 28,K,2,28,Ciotat,FRANCE,MUTANT OF CHASSELAS DORE
DVIT0380.0000C,DVIT0380,380,  K  4 57,K,4,57,Cipro Nero,UNKNOWN,NA
DVIT0380.0000D,DVIT0380,380,  K  4 58,K,4,58,Cipro Nero,UNKNOWN,NA
DVIT0313.0000C,DVIT0313,313,  K  3 65,K,3,65,Cirmisi Sap De Sudak,USSR,NA
DVIT0313.0000D,DVIT0313,313,  K  3 66,K,3,66,Cirmisi Sap De Sudak,USSR,NA
DVIT0381.0000F,DVIT0381,381,  K  4 59,K,4,59,Citronelle,UNKNOWN,NA
DVIT0381.0000D,DVIT0381,381,  K  4 60,K,4,60,Citronelle,UNKNOWN,NA
DVIT3003.0000A,DVIT3003,3003,  L 16 19,L,16,19,Clairette Blanche,FRANCE,NA
DVIT3003.0000B,DVIT3003,3003,  L 16 20,L,16,20,Clairette Blanche,FRANCE,NA
DVIT2311.0000A,DVIT2311,2311,  L  2 39,L,2,39,Clairette De Limoux,UNKNOWN,NA
DVIT2311.0000B,DVIT2311,2311,  L  2 40,L,2,40,Clairette De Limoux,UNKNOWN,NA
DVIT2312.0000A,DVIT2312,2312,  L  2 41,L,2,41,Clevner Mariafeld,SWITZERLAND,NA
DVIT2312.0000B,DVIT2312,2312,  L  2 42,L,2,42,Clevner Mariafeld,SWITZERLAND,NA
DVIT0568.0000C,DVIT0568,568,  K  8  9,K,8,9,Clotilde Prosperi,ITALY,(REGINA X SABALKANSKOI) X ITALIA
DVIT0568.0000D,DVIT0568,568,  K  8 10,K,8,10,Clotilde Prosperi,ITALY,(REGINA X SABALKANSKOI) X ITALIA
DVIT0694.0000A,DVIT0694,694,  L  1  5,L,1,5,Cola Tamburo,ITALY,NA
DVIT0694.0000B,DVIT0694,694,  L  1  6,L,1,6,Cola Tamburo,ITALY,NA
DVIT0695.0000E,DVIT0695,695,  L 13 51,L,13,51,Colombard,FRANCE,NA
DVIT0695.0000F,DVIT0695,695,  L 13 52,L,13,52,Colombard,FRANCE,NA
DVIT0382.0000C,DVIT0382,382,  K  4 61,K,4,61,Conte Rosso,ITALY,ALMERIA X ANGELA PIROVANO (P 2)
DVIT0382.0000D,DVIT0382,382,  K  4 62,K,4,62,Conte Rosso,ITALY,ALMERIA X ANGELA PIROVANO (P 2)
DVIT2313.0000A,DVIT2313,2313,  L  2 43,L,2,43,Corbu Blanc,FRANCE,NA
DVIT2313.0000B,DVIT2313,2313,  L  2 44,L,2,44,Corbu Blanc,FRANCE,NA
DVIT0697.0000C,DVIT0697,697,  L  4 45,L,4,45,Coristano,UNKNOWN,NA
DVIT0697.0000D,DVIT0697,697,  L  4 46,L,4,46,Coristano,UNKNOWN,NA
DVIT0383.0000C,DVIT0383,383,  K  4 63,K,4,63,Cornichon,UNKNOWN,NA
DVIT0383.0000D,DVIT0383,383,  K  4 64,K,4,64,Cornichon,UNKNOWN,NA
DVIT0698.0000C,DVIT0698,698,  L  4 47,L,4,47,Cornifesto,PORTUGAL,NA
DVIT0698.0000D,DVIT0698,698,  L  4 48,L,4,48,Cornifesto,PORTUGAL,NA
DVIT3162.0000A,DVIT3162,3162,  K  1 35,K,1,35,Corniola,ITALY,NA
DVIT3162.0000B,DVIT3162,3162,  K  1 36,K,1,36,Corniola,ITALY,NA
DVIT0699.0000E,DVIT0699,699,  L  4 49,L,4,49,Cortese,ITALY,NA
DVIT0699.0000D,DVIT0699,699,  L  4 50,L,4,50,Cortese,ITALY,NA
DVIT0384.0000C,DVIT0384,384,  K  4 65,K,4,65,Coudsi,UNKNOWN,NA
DVIT0384.0000D,DVIT0384,384,  K  4 66,K,4,66,Coudsi,UNKNOWN,NA
DVIT3015.0000A,DVIT3015,3015,  K 15 63,K,15,63,Crimson Seedless,USA,NA
DVIT3015.0000B,DVIT3015,3015,  K 15 64,K,15,64,Crimson Seedless,USA,NA
DVIT0385.0000C,DVIT0385,385,  K  4 67,K,4,67,Criolla Mesa,UNKNOWN,NA
DVIT0385.0000D,DVIT0385,385,  K  4 68,K,4,68,Criolla Mesa,UNKNOWN,NA
DVIT1091.0000A,DVIT1091,1091,  L  1 47,L,1,47,Criolla Negra,VENEZUELA,NA
DVIT1091.0000G,DVIT1091,1091,  L  1 48,L,1,48,Criolla Negra,VENEZUELA,NA
DVIT2165.0000A,DVIT2165,2165,  L  2 31,L,2,31,Criyicless (crujicless?),UNKNOWN,NA
DVIT2165.0000B,DVIT2165,2165,  L  2 32,L,2,32,Criyicless (crujicless?),UNKNOWN,NA
